0,2
1,3
2,7
3,8
4,10
5,11
6,12 
7,14
8,9,15
9,10
10,11
11,12
12,13
13,14
14,19
15,20
16,22
17,23
18,24
19,26
20,21,27
21,22
22,23
23,24
24,25
25,26
26,31
27,32
28,34
29,35
30,36
31,38
32,33,39
33,34
34,35
35,36
36,37
37,38
38,46
39,40,41
41,42
42,43
43,44
44,45
45,46
46,47
